Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SA2 (UR) by INGP Indigenous Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"INGP Indigenous Status","Non-Indigenous","Aboriginal","Torres Strait Islander","Both Aboriginal and Torres Strait Islander","Not stated","Total",
"SA2 (UR)",
"Brighton (SA)",13139,75,4,8,597,13830,
"Glenelg (SA)",18493,129,7,6,1241,19869,
"Edwardstown",12697,151,4,6,647,13502,
"Hallett Cove",11990,78,0,6,316,12394,
"Marino - Seaview Downs",8859,70,0,0,345,9275,
"Mitchell Park",14237,228,17,6,670,15150,
"Morphettville",13865,143,12,8,632,14660,
"Sheidow Park - Trott Park",9735,91,13,0,280,10115,
"Warradale",13988,208,13,0,762,14965,
"Belair",4391,18,0,0,201,4600,
"Bellevue Heights",7061,59,0,3,304,7431,
"Blackwood",11541,63,0,0,387,11992,
"Colonel Light Gardens",15050,81,7,0,466,15600,
"Mitcham (SA)",15176,45,0,0,613,15837,
"Panorama",7615,54,8,0,385,8069,
"Aberfoyle Park",11268,74,3,5,302,11658,
"Aldinga",13954,251,9,0,1166,15381,
"Christie Downs",8337,288,14,21,683,9335,
"Christies Beach",9036,222,6,0,972,10237,
"Clarendon",2547,3,0,0,105,2654,
"Coromandel Valley",4136,29,0,0,150,4313,
"Flagstaff Hill",10053,63,9,3,394,10527,
"Hackham - Onkaparinga Hills",5980,120,6,3,207,6313,
"Hackham West - Huntfield Heights",6903,241,0,3,442,7588,
"Happy Valley",13015,118,4,0,476,13614,
"Happy Valley Reservoir",0,0,0,0,0,0,
"Lonsdale",24,0,0,0,3,24,
"McLaren Vale",5617,48,6,0,308,5979,
"Morphett Vale - East",12685,233,7,11,664,13600,
"Morphett Vale - West",8817,186,8,0,525,9537,
"Reynella",9681,121,4,10,347,10152,
"Seaford (SA)",20802,365,11,4,1177,22362,
"Willunga",3202,20,3,3,171,3390,
"Woodcroft",10965,81,4,3,323,11375,
"Beverley",7218,120,0,4,416,7768,
"Flinders Park",13807,119,14,0,519,14465,
"Henley Beach",14074,107,12,0,656,14840,
"Hindmarsh - Brompton",16463,244,10,0,910,17624,
"Royal Park - Hendon - Albert Park",5450,109,0,0,307,5868,
"Seaton - Grange",15291,227,15,11,736,16279,
"West Lakes",13452,177,15,0,716,14363,
"Woodville - Cheltenham",16351,342,3,5,786,17487,
"Dry Creek - South",0,0,0,0,0,0,
"Largs Bay - Semaphore",13439,401,8,10,625,14485,
"North Haven",13187,402,3,9,647,14246,
"Port Adelaide",9818,369,7,7,584,10785,
"The Parks",17070,325,14,16,1020,18442,
"Torrens Island",5,0,0,0,0,5,
"Adelaide Airport",0,0,0,0,0,0,
"Fulham",2580,13,3,0,106,2702,
"Lockleys",12142,92,0,4,469,12711,
"Plympton",22871,207,10,0,1150,24241,
"Richmond (SA)",15444,217,8,0,808,16465,
"West Beach",4723,34,4,0,208,4965,
"Barossa - Angaston",5701,58,4,0,347,6112,
"Light",8434,90,7,0,429,8964,
"Lyndoch",5728,46,0,0,375,6153,
"Mallala",2824,72,11,0,263,3166,
"Nuriootpa",6199,59,7,0,284,6546,
"Tanunda",4269,34,0,0,245,4547,
"Clare",3759,47,6,0,240,4044,
"Gilbert Valley",4477,61,3,0,358,4896,
"Goyder",3794,64,7,0,296,4157,
"Wakefield - Barunga West",8644,206,0,0,598,9450,
"Jamestown",4212,73,0,0,275,4566,
"Peterborough - Mount Remarkable",4799,186,12,16,384,5395,
"Port Pirie",12578,545,12,10,860,14007,
"Port Pirie Region",3075,69,0,0,166,3307,
"Kadina",4721,132,0,0,414,5267,
"Moonta",4339,160,3,0,330,4834,
"Wallaroo",3735,71,3,0,216,4040,
"Yorke Peninsula - North",6489,252,8,0,375,7128,
"Yorke Peninsula - South",3670,37,0,0,221,3933,
"Ceduna",1791,505,0,8,251,2556,
"Eyre Peninsula",5899,161,0,0,435,6494,
"Kimba - Cleve - Franklin Harbour",3852,55,0,0,341,4244,
"Le Hunte - Elliston",2059,58,0,0,145,2262,
"Port Lincoln",13801,762,13,9,1106,15686,
"West Coast (SA)",2712,525,0,0,289,3532,
"Western",26,51,0,0,0,74,
"Whyalla",19277,984,26,21,1445,21754,
"Whyalla - North",0,0,0,0,0,0,
"APY Lands",243,1892,3,10,124,2270,
"Coober Pedy",1203,293,3,6,269,1766,
"Quorn - Lake Gilles",1736,233,0,0,163,2136,
"Outback",1830,379,0,0,424,2637,
"Port Augusta",9991,2460,18,30,1006,13516,
"Roxby Downs",3424,114,0,3,348,3891,
"Goolwa - Port Elliot",10314,168,9,4,630,11125,
"Kangaroo Island",4174,68,0,0,462,4702,
"Strathalbyn",6549,129,0,0,424,7097,
"Strathalbyn Region",6707,81,3,0,562,7364,
"Victor Harbor",13427,176,6,5,757,14374,
"Yankalilla",5309,57,6,0,360,5730,
"Grant",5361,102,3,0,361,5833,
"Kingston - Robe",3388,52,0,9,277,3721,
"Millicent",4816,129,3,0,304,5255,
"Naracoorte",5662,92,9,0,278,6038,
"Naracoorte Region",2118,31,0,4,100,2249,
"Penola",2894,50,0,0,170,3118,
"Tatiara",5972,78,9,0,565,6620,
"Wattle Range",3025,33,0,0,212,3273,
"Mount Gambier - East",13581,305,12,9,762,14669,
"Mount Gambier - West",13035,280,15,0,681,14011,
"Barmera",5833,244,4,10,406,6503,
"Berri",3563,221,5,10,287,4086,
"Karoonda - Lameroo",2739,58,0,0,237,3028,
"Loxton",4936,131,3,0,289,5364,
"Loxton Region",1557,23,0,0,118,1700,
"Mannum",5565,128,9,0,488,6183,
"Murray Bridge",15728,858,14,9,953,17557,
"Murray Bridge Region",3258,96,7,0,283,3644,
"Renmark",4123,174,0,4,333,4638,
"Renmark Region",4404,65,0,3,372,4843,
"The Coorong",4714,323,0,6,343,5391,
"Waikerie",6036,159,7,0,407,6608,
"Migratory - Offshore - Shipping (SA)",8,0,0,0,0,8,
"No Usual Address (SA)",2281,248,3,4,330,2862,
"Augusta",4900,58,5,0,476,5432,
"Busselton",24122,506,12,0,1679,26334,
"Busselton Region",9404,79,0,0,792,10283,
"Margaret River",8025,128,5,0,667,8828,
"Australind - Leschenault",16104,342,4,6,1134,17588,
"Capel",4748,81,5,5,353,5196,
"College Grove - Carey Park",5870,348,10,5,514,6744,
"Collie",7742,341,0,10,711,8798,
"Dardanup",2917,19,0,0,205,3143,
"Davenport",10,3,0,0,0,14,
"Eaton - Pelican Point",10765,221,3,11,753,11758,
"Harvey",7920,228,0,9,801,8956,
"East Bunbury - Glen Iris",6294,239,6,8,444,6991,
"Waroona",3583,99,6,0,460,4150,
"Dalyellup",8230,251,9,8,502,8995,
"Gelorup - Stratham",2842,42,4,0,116,3007,
"South Bunbury - Bunbury",11158,155,4,4,838,12156,
"Withers - Usher",4380,336,7,13,409,5142,
"Bridgetown - Boyup Brook",5792,79,0,0,481,6361,
"Donnybrook - Balingup",5202,99,0,3,566,5871,
"Manjimup",4888,206,15,0,432,5539,
"Pemberton",4440,100,3,4,495,5039,
"Dawesville - Bouvard",6554,92,5,3,429,7087,
"Falcon - Wannanup",8102,112,0,5,554,8785,
"Greenfields",8994,347,4,0,512,9857,
"Halls Head - Erskine",17147,259,9,3,1115,18531,
"Mandurah",8148,243,8,0,690,9091,
"Mandurah - East",5299,124,5,0,393,5816,
"Mandurah - North",16570,264,5,12,924,17780,
"Mandurah - South",9179,324,8,5,646,10165,
"Pinjarra",8533,244,5,0,846,9627,
"City Beach",6321,7,0,0,282,6611,
"Claremont (WA)",7502,32,0,0,619,8149,
"Cottesloe",6869,29,0,0,480,7370,
"Floreat",7608,19,0,0,267,7900,
"Mosman Park - Peppermint Grove",9658,100,0,4,629,10396,
"Nedlands - Dalkeith - Crawley",17578,105,5,4,842,18531,
"Swanbourne - Mount Claremont",8206,45,3,8,420,8676,
"Kings Park (WA)",14,0,0,0,0,20,
"Mount Hawthorn - Leederville",10062,58,0,3,576,10702,
"Mount Lawley - Inglewood",15167,138,3,4,1205,16516,
"North Perth",8238,46,4,0,539,8825,
"Perth City",26401,224,8,13,4655,31296,
"Subiaco - Shenton Park",15231,93,3,8,1127,16463,
"Wembley - West Leederville - Glendalough",16522,70,5,0,1246,17848,
"Bassendean - Eden Hill - Ashfield",13945,354,9,22,761,15093,
"Bayswater - Embleton - Bedford",21335,382,14,15,1217,22955,
"Maylands",11667,112,5,0,920,12714,
"Morley",20366,233,14,23,1079,21712,
"Noranda",7561,51,4,5,361,7978,
"Chidlow",3897,553,0,30,234,4715,
"Glen Forrest - Darlington",6670,69,4,0,315,7055,
"Helena Valley - Koongamia",4942,125,4,0,240,5315,
"Malmalling - Reservoir",11,0,0,0,0,11,
"Mundaring",11953,170,10,6,731,12866,
"Swan View - Greenmount - Midvale",10867,521,11,4,670,12073,
"Avon Valley National Park",7,0,0,0,0,6,
"Ballajura",17708,342,0,0,697,18746,
"Beechboro",16556,544,12,25,965,18093,
"Bullsbrook",4542,84,8,0,553,5181,
"Ellenbrook",33249,829,23,23,2004,36119,
"Gidgegannup",2528,15,0,3,197,2741,
"Hazelmere - Guildford",3869,68,0,0,247,4186,
"Lockridge - Kiara",9559,358,16,3,643,10574,
"Malaga",8,0,0,0,0,8,
"Melaleuca - Lexia",3,0,0,0,0,3,
"Middle Swan - Herne Hill",4787,226,0,8,395,5412,
"Midland - Guildford",9267,444,12,4,940,10672,
"Stratton - Jane Brook",6265,281,0,0,343,6885,
"The Vines",9230,177,19,4,482,9903,
"Walyunga National Park",0,0,0,0,0,0,
"Craigie - Beldon",9179,130,0,0,490,9803,
"Currambine - Kinross",13258,74,0,0,462,13799,
"Duncraig",14731,51,3,0,484,15272,
"Greenwood - Warwick",12699,115,3,0,521,13348,
"Heathridge - Connolly",9759,94,0,12,441,10308,
"Hillarys",10390,51,0,0,372,10807,
"Iluka - Burns Beach",8410,28,7,0,197,8638,
"Joondalup - Edgewater",12839,88,8,11,655,13602,
"Kingsley",12541,64,5,0,447,13059,
"Mullaloo - Kallaroo",10544,39,3,0,589,11169,
"Ocean Reef",7490,44,3,0,299,7843,
"Padbury",7798,84,4,0,306,8184,
"Sorrento - Marmion",9208,32,3,4,372,9620,
"Woodvale",9027,41,0,0,208,9281,
"Balcatta - Hamersley",14411,141,3,0,801,15361,
"Balga - Mirrabooka",17906,616,23,0,1500,20049,
"Dianella",22921,160,6,0,1039,24129,
"Herdsman",0,0,0,0,0,0,
"Innaloo - Doubleview",15220,200,4,0,1134,16555,
"Karrinyup - Gwelup - Carine",19410,88,5,4,789,20303,
"Nollamara - Westminster",16146,269,13,6,1337,17769,
"Osborne Park Industrial",12,0,0,0,0,12,
"Scarborough",14083,118,4,0,1218,15423,
"Stirling - Osborne Park",12948,93,0,0,709,13747,
"Trigg - North Beach - Watermans Bay",7127,53,0,0,340,7522,
"Tuart Hill - Joondanna",11048,97,5,0,743,11894,
"Wembley Downs - Churchlands - Woodlands",13379,57,10,5,508,13945,
"Yokine - Coolbinia - Menora",14757,97,0,11,856,15714,
"Alexander Heights - Koondoola",11094,285,0,5,596,11976,
"Butler - Merriwa - Ridgewood",21055,444,12,13,1915,23440,
"Carramar",15652,185,5,7,770,16618,
"Clarkson",11978,217,0,0,772,12968,
"Girrawheen",8021,293,9,0,432,8759,
"Madeley - Darch - Landsdale",24353,125,7,0,920,25405,
"Marangaroo",9954,169,0,7,466,10587,
"Mindarie - Quinns Rocks - Jindalee",17671,193,7,6,906,18780,
"Neerabup National Park",9,0,0,0,0,9,
"Tapping - Ashby - Sinagra",12697,68,4,0,497,13263,
"Wanneroo",24205,290,6,3,1116,25621,
"Alkimos - Eglinton",7222,79,0,0,646,7946,
"Carabooda - Pinjar",642,5,0,0,89,729,
"Two Rocks",2628,65,0,4,297,2991,
"Yanchep",7937,160,16,3,740,8862,
"Armadale - Wungong - Brookdale",16639,867,17,14,1504,19046,
"Ashendon - Lesley",11,0,0,0,5,18,
"Camillo - Champion Lakes",5045,188,3,3,288,5532,
"Forrestdale - Harrisdale - Piara Waters",18547,118,4,0,587,19265,
"Kelmscott",9479,278,13,3,712,10479,
"Mount Nasura - Mount Richon - Bedfordale",7412,82,0,0,460,7959,
"Roleystone",6654,44,0,0,333,7033,
"Seville Grove",9324,376,8,3,557,10273,
"Belmont - Ascot - Redcliffe",12697,334,9,15,1277,14324,
"East Victoria Park - Carlisle",14936,319,4,4,1283,16550,
"Kewdale Commercial",6,0,0,0,0,6,
"Perth Airport",27,0,0,0,0,27,
"Rivervale - Kewdale - Cloverdale",22165,614,9,23,2522,25326,
"Victoria Park - Lathlain - Burswood",13279,132,3,3,1076,14481,
"Bentley - Wilson - St James",18327,314,5,5,1412,20062,
"Canning Vale - West",9640,57,4,0,292,9997,
"Canning Vale Commercial",0,0,0,0,0,0,
"Cannington - Queens Park",16708,233,0,6,1092,18047,
"Parkwood - Ferndale - Lynwood",13061,175,0,0,573,13806,
"Riverton - Shelley - Rossmoyne",13042,49,0,3,383,13485,
"Welshpool",8,0,0,0,13,25,
"Willetton",17660,85,0,0,440,18187,
"Beckenham - Kenwick - Langford",17483,499,12,5,881,18875,
"Canning Vale - East",21972,382,0,14,703,23065,
"Gosnells",18026,716,12,17,1521,20285,
"Huntingdale - Southern River",18119,247,10,0,663,19041,
"Maddington - Orange Grove - Martin",12473,398,4,3,766,13649,
"Thornlie",21840,432,5,0,879,23152,
"Forrestfield - Wattle Grove",17308,427,14,0,922,18666,
"High Wycombe",11162,317,0,8,824,12307,
"Kalamunda - Maida Vale - Gooseberry Hill",14058,115,10,3,704,14891,
"Lesmurdie - Bickley - Carmel",10907,135,3,3,533,11591,
"Byford",14902,353,14,5,838,16108,
"Mundijong",5949,68,5,0,334,6350,
"Serpentine - Jarrahdale",3976,102,0,0,339,4416,
"Como",12950,152,0,0,906,14014,
"Manning - Waterford",10737,182,3,4,530,11453,
"South Perth - Kensington",15193,185,6,9,1190,16576,
"Banjup",16657,200,4,8,665,17533,
"Bibra Industrial",3,0,0,0,3,7,
"Bibra Lake",0,0,0,0,0,0,
"Coogee",8268,91,0,0,409,8768,
"Coolbellup",7429,173,4,5,534,8145,
"Hamilton Hill",9380,212,0,15,787,10385,
"Henderson",9,0,0,0,7,18,
"North Coogee",2136,12,0,0,236,2382,
"South Lake - Cockburn Central",10591,268,3,5,598,11466,
"Spearwood",9310,119,3,0,664,10106,
"Success - Hammond Park",13956,151,5,8,792,14909,
"Yangebup",6883,124,0,4,464,7476,
"Beeliar - Wattleup",7627,141,0,0,458,8234,
"Jandakot",2443,23,0,3,122,2596,
"East Fremantle",6927,34,0,0,408,7375,
"Fremantle",13041,186,9,8,1603,14844,
"Fremantle - South",13194,244,4,0,926,14370,
"O'Connor (WA)",10,0,0,0,4,17,
"Bertram - Wellard (West)",13053,273,3,8,683,14015,
"Calista",6764,283,3,0,613,7670,
"Hope Valley - Postans",50,4,0,0,5,66,
"Kwinana Industrial",25,0,0,0,3,26,
"Parmelia - Orelia",9530,427,0,5,998,10963,
"Casuarina - Wandi",5495,371,3,12,298,6185,
"Applecross - Ardross",10516,31,0,0,490,11037,
"Bateman",3561,11,0,0,143,3717,
"Bicton - Palmyra",12857,109,3,0,711,13681,
"Booragoon",13670,99,0,0,680,14448,
"Bull Creek",7501,27,0,0,214,7743,
"Leeming",10396,36,0,0,294,10729,
"Melville",15505,72,0,0,703,16278,
"Murdoch - Kardinya",11576,87,7,4,579,12255,
"Willagee",4379,196,3,5,283,4872,
"Winthrop",5748,0,0,0,162,5908,
"Baldivis",30016,464,12,7,2531,33029,
"Cooloongup",7671,321,8,8,579,8589,
"Port Kennedy",12535,349,10,7,876,13779,
"Rockingham",13613,267,5,5,1539,15434,
"Rockingham Lakes",0,0,0,0,13,13,
"Safety Bay - Shoalwater",10685,149,8,4,656,11509,
"Singleton - Golden Bay - Secret Harbour",18286,271,0,0,1049,19609,
"Waikiki",11433,290,7,10,705,12452,
"Warnbro",9537,329,4,3,830,10699,
"Albany",13003,386,8,0,852,14251,
"Albany Region",3131,51,0,0,260,3439,
"Bayonet Head - Lower King",4440,138,0,6,247,4831,
"Denmark",5211,74,0,0,559,5850,
"Gnowangerup",2401,138,7,4,338,2884,
"Katanning",3674,302,14,0,572,4561,
"Kojonup",3520,248,0,0,443,4214,
"Little Grove - Elleker",3222,240,0,8,157,3630,
"McKail - Willyung",9422,363,12,3,632,10431,
"Plantagenet",4503,155,0,0,421,5078,
"Stirling Range National Park",0,0,0,0,0,0,
"Chittering",4876,120,0,5,476,5474,
"Cunderdin",3454,236,0,0,406,4102,
"Dowerin",3525,166,0,0,294,3985,
"Gingin - Dandaragan",7493,172,3,0,760,8432,
"Merredin",4434,276,0,0,374,5088,
"Moora",3961,362,0,5,452,4774,
"Mukinbudin",2717,113,0,0,355,3188,
"Northam",9521,630,8,5,953,11115,
"Toodyay",3894,118,4,0,422,4442,
"York - Beverley",4571,186,3,0,589,5347,
"Brookton",3008,275,0,16,412,3716,
"Kulin",3774,142,0,8,368,4293,
"Murray",2218,93,3,0,257,2575,
"Narrogin",3937,329,5,9,449,4725,
"Wagin",4325,102,3,0,506,4937,
"Broome",9388,2769,48,183,1600,13984,
"Derby - West Kimberley",2187,4851,16,94,558,7703,
"Halls Creek",529,2419,3,10,310,3271,
"Kununurra",4003,2290,20,26,811,7150,
"Roebuck",530,1545,0,32,136,2246,
"East Pilbara",3532,1692,18,16,1405,6663,
"Newman",3264,546,32,16,716,4567,
"Port Hedland",3541,246,11,7,551,4362,
"South Hedland",6112,1684,106,113,1449,9470,
"Ashburton (WA)",9841,923,66,37,2159,13026,
"Karratha",12453,1468,78,60,1771,15825,
"Roebourne",3703,1149,30,23,746,5644,
"Esperance",10353,491,6,0,1259,12111,
"Esperance Region",3161,123,6,0,578,3864,
"Carnarvon",3478,975,3,8,698,5157,
"Exmouth",3612,288,5,0,422,4326,
"Boulder",5429,833,7,20,801,7089,
"Kalgoorlie",11662,874,11,29,1360,13933,
"Kalgoorlie - North",7792,386,9,8,649,8842,
"Kalgoorlie Airport",3,0,0,0,5,4,
"Kambalda - Coolgardie - Norseman",3498,478,4,10,570,4560,
"Leinster - Leonora",1877,2094,3,22,664,4657,
"Trafalgar (WA)",0,0,0,0,0,0,
"Geraldton",9439,1150,3,11,1181,11790,
"Geraldton - East",6026,1255,6,35,641,7968,
"Geraldton - North",6558,637,4,5,487,7690,
"Geraldton - South",8900,469,0,7,604,9980,
"Irwin",3241,83,0,0,244,3569,
"Meekatharra",1606,801,11,11,638,3070,
"Morawa",3408,282,3,0,312,4007,
"Northampton - Mullewa - Greenough",4922,387,5,3,626,5942,
"Migratory - Offshore - Shipping (WA)",349,5,0,0,72,431,
"No Usual Address (WA)",4501,562,15,11,867,5950,
"Bridgewater - Gagebrook",5546,934,83,64,656,7287,
"Brighton - Pontville",4800,308,17,0,316,5444,
"Old Beach - Otago",4016,137,7,0,179,4338,
"Bellerive - Rosny",5576,91,21,0,245,5935,
"Cambridge",7213,153,7,4,277,7654,
"Geilston Bay - Risdon",3044,68,6,12,101,3222,
"Howrah - Tranmere",9772,185,4,7,422,10391,
"Lindisfarne - Rose Bay",6807,130,0,0,342,7283,
"Mornington - Warrane",4136,276,19,13,256,4700,
"Risdon Vale",2618,243,19,14,199,3097,
"Rokeby",5249,420,30,30,384,6109,
"South Arm",3857,136,3,0,208,4207,
"Austins Ferry - Granton",3641,151,13,8,182,3987,
"Berriedale - Chigwell",4857,237,26,15,380,5520,
"Claremont (Tas.)",6879,376,20,22,454,7746,
"Derwent Park - Lutana",3665,206,3,3,272,4151,
"Glenorchy",9675,616,15,20,739,11063,
"Montrose - Rosetta",4282,212,10,7,372,4879,
"Moonah",4692,166,7,17,406,5284,
"New Norfolk",5904,264,33,25,387,6602,
"West Moonah",3561,109,8,0,237,3915,
"Kingston - Huntingfield",10363,407,15,20,511,11304,
"Kingston Beach - Blackmans Bay",9573,248,15,10,443,10290,
"Margate - Snug",6967,422,9,3,313,7710,
"Mount Wellington",0,0,0,0,0,0,
"Taroona - Bonnet Hill",3398,19,0,0,155,3574,
"Hobart",6975,145,0,10,673,7807,
"Lenah Valley - Mount Stuart",7772,121,4,4,420,8320,
"Mount Nelson - Dynnyrne",4393,49,0,0,214,4658,
"New Town",5543,110,4,8,373,6036,
"Sandy Bay",11054,81,0,4,640,11777,
"South Hobart - Fern Tree",5663,83,0,0,342,6091,
"West Hobart",5493,76,5,0,305,5876,
"Dodges Ferry - Lewisham",6741,283,13,18,476,7534,
"Sorell - Richmond",7748,266,36,20,488,8554,
"Invermay",2690,119,0,0,247,3055,
"Kings Meadows - Punchbowl",3817,128,3,3,274,4224,
"Launceston",4577,75,6,0,481,5137,
"Legana",3804,93,3,0,172,4072,
"Mowbray",3283,141,3,3,291,3735,
"Newnham - Mayfield",7834,496,21,24,609,8988,
"Newstead",4793,101,4,3,318,5217,
"Norwood (Tas.)",3612,83,5,0,193,3884,
"Prospect Vale - Blackstone",5930,133,6,0,343,6418,
"Ravenswood",3025,279,14,21,286,3627,
"Riverside",5991,131,9,0,292,6419,
"South Launceston",4138,111,9,0,350,4610,
"Summerhill - Prospect",4231,156,4,10,266,4682,
"Trevallyn",4248,76,5,0,233,4561,
"Waverley - St Leonards",3130,135,0,0,245,3506,
"West Launceston",3819,80,5,0,229,4136,
"Youngtown - Relbia",4244,107,3,6,285,4644,
"Beauty Point - Beaconsfield",3331,132,0,7,289,3760,
"Deloraine",5017,239,25,14,426,5721,
"Grindelwald - Lanena",5190,112,3,3,396,5708,
"Hadspen - Carrick",3040,54,0,3,142,3241,
"Westbury",3654,79,0,14,278,4024,
"Dilston - Lilydale",3539,96,0,5,306,3947,
"George Town",5954,276,22,8,596,6847,
"Longford",3644,110,6,3,246,4014,
"Northern Midlands",3236,81,6,3,306,3629,
"Perth - Evandale",4624,90,7,0,340,5063,
"St Helens - Scamander",5399,214,10,6,450,6086,
"Flinders and Cape Barren Islands",711,138,0,0,46,899,
"Scottsdale - Bridport",5973,164,18,5,459,6619,
"Central Highlands",1826,95,6,6,126,2056,
"Derwent Valley",2692,142,7,8,248,3098,
"Southern Midlands",5289,299,19,22,437,6058,
"Wilderness - East",15,0,0,0,0,16,
"Bruny Island - Kettering",2614,117,4,8,210,2947,
"Cygnet",3396,501,15,14,313,4233,
"Geeveston - Dover",3005,357,16,7,272,3659,
"Huonville - Franklin",7201,536,30,19,525,8310,
"Forestier - Tasman",1981,107,7,7,272,2372,
"Triabunna - Bicheno",3806,198,9,5,353,4371,
"Acton - Upper Burnie",2752,233,13,6,160,3165,
"Burnie - Ulverstone Region",4241,290,28,5,415,4974,
"Burnie - Wivenhoe",3144,216,7,5,227,3603,
"Parklands - Camdale",5558,415,12,25,320,6328,
"Penguin - Sulphur Creek",4415,272,3,7,326,5020,
"Romaine - Havenview",3006,221,14,3,142,3401,
"Somerset",3403,243,9,11,242,3903,
"Ulverstone",6024,456,23,32,324,6852,
"West Ulverstone",3602,331,7,14,237,4187,
"Wynyard",5195,462,18,15,398,6088,
"Devonport",12120,766,29,31,809,13755,
"East Devonport",4000,361,22,18,301,4712,
"Latrobe",3991,238,24,4,245,4511,
"Miandetta - Don",3161,152,13,3,160,3495,
"Port Sorell",5031,217,17,9,352,5624,
"Quoiba - Spreyton",2592,157,11,13,131,2908,
"Sheffield - Railton",5414,294,10,7,415,6140,
"Turners Beach - Forth",2806,144,4,9,151,3112,
"King Island",1400,37,4,0,136,1583,
"North West",3206,480,16,11,323,4036,
"Smithton",2888,699,7,30,261,3885,
"Waratah",3088,250,11,8,224,3588,
"West Coast (Tas.)",3519,262,24,16,330,4152,
"Wilderness - West",0,0,0,0,0,0,
"Migratory - Offshore - Shipping (Tas.)",63,0,0,0,6,75,
"No Usual Address (Tas.)",758,51,0,3,97,911,
"Darwin Airport",11,0,0,0,0,17,
"Darwin City",5221,186,16,8,1028,6467,
"East Point",15,0,0,0,0,11,
"Fannie Bay - The Gardens",2917,116,0,4,305,3348,
"Larrakeyah",3152,88,5,0,489,3731,
"Ludmilla - The Narrows",1842,453,9,14,225,2543,
"Parap",2367,98,3,8,267,2745,
"Stuart Park",3461,148,14,7,520,4151,
"Woolner - Bayview - Winnellie",2512,64,0,0,235,2818,
"Alawa",1729,154,16,13,216,2130,
"Anula",1917,218,13,25,198,2369,
"Berrimah",749,359,0,6,159,1281,
"Brinkin - Nakara",3048,127,13,20,376,3580,
"Buffalo Creek",0,0,0,0,0,0,
"Charles Darwin",0,3,0,0,0,3,
"Coconut Grove",2417,240,10,15,365,3053,
"East Arm",10,4,0,0,0,9,
"Jingili",1448,127,6,16,161,1756,
"Karama",3649,591,42,109,555,4948,
"Leanyer",3932,258,19,30,344,4577,
"Lyons (NT)",4350,148,5,15,276,4799,
"Malak - Marrara",3507,427,32,84,496,4550,
"Millner",2111,131,14,26,263,2547,
"Moil",1640,147,16,19,184,2000,
"Nightcliff",3310,133,6,7,395,3853,
"Rapid Creek",2694,160,9,8,414,3280,
"Tiwi",2039,244,17,15,247,2561,
"Wagaman",1754,144,5,17,246,2163,
"Wanguri",1577,108,12,10,175,1876,
"Wulagi",1965,212,7,46,206,2438,
"Howard Springs",4394,1069,19,15,1491,6979,
"Humpty Doo",7071,516,34,54,1039,8706,
"Koolpinyah",16,0,0,0,0,25,
"Virginia",2682,211,11,13,375,3294,
"Weddell",3332,344,13,29,804,4521,
"Bakewell",2549,305,15,16,186,3073,
"Driver",2206,331,7,31,310,2885,
"Durack - Marlow Lagoon",3801,189,9,7,282,4289,
"Gray",2326,482,32,24,421,3285,
"Moulden",1843,664,14,70,364,2960,
"Palmerston - North",3595,264,20,31,317,4230,
"Palmerston - South",2603,210,6,16,225,3067,
"Rosebery - Bellamack",5775,404,18,43,432,6676,
"Woodroffe",2439,450,28,34,289,3235,
"Charles",2812,955,7,12,470,4257,
"East Side",3684,820,3,13,527,5048,
"Flynn (NT)",3061,761,9,16,538,4386,
"Larapinta",3551,837,20,21,455,4887,
"Mount Johns",2969,311,3,3,454,3738,
"Petermann - Simpson",1017,1026,32,22,369,2463,
"Ross",1540,567,0,5,326,2439,
"Sandover - Plenty",414,3387,0,17,210,4035,
"Tanami",292,2362,0,12,82,2745,
"Yuendumu - Anmatjere",182,1780,6,48,65,2083,
"Barkly",461,1961,0,5,109,2539,
"Tennant Creek",1212,1507,4,22,252,2997,
"Alligator",2788,1018,14,47,701,4564,
"Daly",467,1158,6,5,207,1836,
"Thamarrurr",170,2209,0,33,69,2475,
"Tiwi Islands",224,2136,7,46,43,2452,
"West Arnhem",310,4289,11,30,135,4776,
"Anindilyakwa",755,1600,5,16,119,2486,
"East Arnhem",440,6777,18,124,83,7438,
"Nhulunbuy",2408,310,14,14,352,3090,
"Elsey",464,1617,7,16,200,2296,
"Gulf",508,3345,10,167,118,4150,
"Katherine",5727,2084,33,59,1868,9780,
"Victoria River",416,1804,8,16,253,2489,
"Migratory - Offshore - Shipping (NT)",59,0,0,0,15,73,
"No Usual Address (NT)",1402,684,6,10,383,2485,
"Aranda",2304,19,0,0,74,2397,
"Belconnen",6058,75,8,4,511,6651,
"Bruce",6496,49,0,0,441,6996,
"Charnwood",2712,93,0,0,173,2979,
"Cook",2665,35,3,0,105,2804,
"Dunlop",6793,147,0,7,252,7199,
"Evatt",4891,90,3,0,341,5329,
"Florey",4504,70,3,0,193,4769,
"Flynn (ACT)",3183,54,0,0,126,3355,
"Fraser",1906,32,0,0,82,2027,
"Giralang",3130,69,0,0,116,3312,
"Gooromon",3,0,0,0,0,10,
"Hawker",2818,22,0,6,113,2956,
"Higgins",2881,39,0,0,150,3069,
"Holt",4195,137,6,3,273,4623,
"Kaleen",6893,82,0,0,296,7270,
"Latham",3375,72,3,0,183,3637,
"Lawson",139,0,0,0,3,142,
